timestamp,machineId,alarmCode,alarmType,severity,description,durationSec,status,operatorAction
2026-07-02T11:23:48,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,306,CLEARED,Replaced insert and reset tool life counter
2026-07-02T11:27:06,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,336,CLEARED,Checked pump and confirmed pressure recovery
2026-07-02T11:27:24,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,327,CLEARED,Paused cycle and checked tool engagement
2026-07-02T11:27:32,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,225,CLEARED,Replaced insert and reset tool life counter
2026-07-02T11:27:47,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,504,CLEARED,Cleared area and reset safety circuit
2026-07-02T11:28:00,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,228,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T11:28:10,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,162,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T11:28:21,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,20,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T11:28:27,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,256,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T11:28:44,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,185,CLEARED,Refilled coolant and restarted pump
2026-07-02T11:28:54,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,90,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T11:29:06,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,267,CLEARED,Refilled coolant and restarted pump
2026-07-02T11:29:17,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,174,ACTIVE,Refilled coolant and restarted pump
2026-07-02T11:29:28,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,64,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T11:34:51,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,107,ACKNOWLEDGED,Cleared area and reset safety circuit
2026-07-02T11:38:03,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,103,ACTIVE,Refilled coolant and restarted pump
2026-07-02T11:39:03,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,24,CLEARED,Refilled coolant and restarted pump
2026-07-02T11:48:01,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,258,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T11:49:14,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,260,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T11:58:20,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,94,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T11:59:11,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,54,ACTIVE,Refilled coolant and restarted pump
2026-07-02T12:07:39,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,221,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T12:20:39,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,164,ACTIVE,Checked pump and confirmed pressure recovery
2026-07-02T12:21:12,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,20,CLEARED,Rehomed axis and verified servo load
2026-07-02T12:24:34,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,415,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T12:33:47,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,20,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T12:42:38,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,20,CLEARED,Paused cycle and checked tool engagement
2026-07-02T12:44:42,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,20,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T12:47:38,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,91,ACKNOWLEDGED,Replaced insert and reset tool life counter
2026-07-02T12:51:33,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,261,CLEARED,Inspected oil line and topped up reservoir
2026-07-02T13:22:24,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,225,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T13:24:52,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,105,CLEARED,Cleared area and reset safety circuit
2026-07-02T13:25:42,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,293,ACKNOWLEDGED,Paused cycle and checked tool engagement
2026-07-02T13:31:33,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,233,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T13:35:44,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,277,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T13:37:25,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,218,ACTIVE,Refilled coolant and restarted pump
2026-07-02T13:39:23,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,214,CLEARED,Replaced insert and reset tool life counter
2026-07-02T13:44:28,TURMIK-Q15-01,A611,HYDRAULIC,HIGH,Hydraulic pressure low,172,ACKNOWLEDGED,Checked pump and confirmed pressure recovery
2026-07-02T14:18:20,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,20,CLEARED,Replaced insert and reset tool life counter
2026-07-02T14:18:51,TURMIK-Q15-01,A415,SAFETY,HIGH,Door interlock open during cycle,231,CLEARED,Cleared area and reset safety circuit
2026-07-02T14:19:38,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,20,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T14:21:31,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,113,CLEARED,Rehomed axis and verified servo load
2026-07-02T14:31:25,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,34,ACTIVE,Paused cycle and checked tool engagement
2026-07-02T14:34:18,TURMIK-Q15-01,A205,AXIS,HIGH,Axis X servo following error,20,ACKNOWLEDGED,Rehomed axis and verified servo load
2026-07-02T14:35:55,TURMIK-Q15-01,A312,COOLANT,MEDIUM,Coolant level low,199,ACKNOWLEDGED,Refilled coolant and restarted pump
2026-07-02T14:37:53,TURMIK-Q15-01,A101,SPINDLE,HIGH,Spindle overload detected,110,CLEARED,Paused cycle and checked tool engagement
2026-07-02T14:43:16,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,102,ACTIVE,Inspected oil line and topped up reservoir
2026-07-02T14:58:43,TURMIK-Q15-01,A722,TOOL,LOW,Tool life threshold reached,196,ACTIVE,Replaced insert and reset tool life counter
2026-07-02T14:59:07,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,147,ACKNOWLEDGED,Inspected oil line and topped up reservoir
2026-07-02T15:09:00,TURMIK-Q15-01,A509,LUBRICATION,MEDIUM,Lubrication pressure below threshold,102,CLEARED,Inspected oil line and topped up reservoir
